total_votes,turnout_rate,democratic_vote_share,republican_vote_share,total_population,median_household_income,college_education_pct,white_pct,black_pct,hispanic_pct,asian_pct,unemployment_rate,median_age,homeownership_rate
279536,36.777858764896735,59.7,40.3,760066,71948,31.2,42.8,4.7,39.5,9.8,7.2,34.5,56.4
