minority_cvap_share,minority_to_white_ratio,turnout_differential,hispanic_voting_power,black_voting_power,asian_voting_power,white_voting_power,spending_ratio,fundraising_ratio,dem_fundraising_efficiency,rep_fundraising_efficiency,dem_spending_per_vote_scaled,rep_spending_per_vote_scaled,other_party_share,precinct_size_category_encoded,total_votes_scaled,precinct_area_scaled,COUNTY_encoded
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,1075.2163882282473,1075.2163882282473,0.0,4,-0.9637350705754615,-0.7823107748695455,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,4.687089153801161,4.6870891538011605,3.8461538461538463,4,-0.8738327904451683,-0.7576598114007626,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,9.47564390006367,9.475643900063668,2.7777777777777777,4,-0.9172638436482085,-0.7532778023904488,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,5.491566351173263,5.491566351173263,3.3333333333333335,4,-0.8859934853420195,-0.755230664348146,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,537.3659191280425,537.3659191280424,0.0,4,-0.963300760043431,-0.7428066872155764,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,15.334581471961323,15.334581471961322,5.88235294117647,4,-0.9346362649294245,-0.7432002996498625,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,4.662344468987939,4.662344468987938,0.9569377990430622,4,-0.8733984799131379,-0.7401173435505572,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,5.806098789243558,5.806098789243557,1.7543859649122806,4,-0.8899022801302932,-0.7370054768007923,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,19.435837772289688,19.43583777228968,3.7037037037037033,4,-0.9407166123778502,-0.7409545671171761,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,1.5920927656762822,1.592092765676282,5.405405405405405,4,-0.7391965255157438,-0.7036239365501179,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,20.202006531691687,20.202006531691683,0.0,4,-0.9415852334419109,-0.7658003958489554,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,3.4413658606858637,3.4413658606858633,3.64963503649635,4,-0.8451682953311618,-0.6958394556901103,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,2.8665432932594905,2.86654329325949,1.8691588785046727,4,-0.8247557003257329,-0.7129539761227102,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,1.2338221335891066,1.2338221335891064,2.3961661341853033,4,-0.6922909880564604,-0.6816190021365583,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,3.186784287907311,3.1867842879073103,1.7064846416382253,4,-0.8369163952225841,-0.7009527596789845,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,1.5683144137162979,1.5683144137162977,3.0534351145038165,4,-0.7365906623235613,-0.6594881941954491,0
0.6198779084000478,1.6307337092431329,-0.09842226296572165,0.277746149478871,0.026465073155994882,0.03747982936344644,0.26988668503596597,1.45387798637007,1.3060386761315779,1.1593951572227856,1.2906349003254596,107.08554384787863,107.0855438478786,0.0,4,-0.9598262757871878,-0.6919495834597573,0
